global_idx,err
4355339,0.0047804993
4355033,0.0047801156
7215595,0.004779896
351798,0.0047796383
6106152,0.004776875
2666710,0.0047762836
6049479,0.004775872
935454,0.00477482
4355007,0.004774643
5633134,0.0047746305
1719042,0.0047732363
6632433,0.0047729034
3367140,0.004772116
352113,0.004771323
6689259,0.0047706016
4355269,0.004769724
6708735,0.0047695786
4355100,0.0047691013
4604295,0.004767847
4355087,0.0047657723
4266123,0.004764041
4355037,0.0047638393
6632463,0.004763776
5522045,0.004763647
3366855,0.004763607
4349107,0.004762711
4354753,0.0047621285
3530488,0.004760243
3280286,0.004758481
3403122,0.0047583035
351820,0.004757557
3771340,0.00475628
3187380,0.00475624
352183,0.0047561433
352083,0.0047560525
4813965,0.0047552143
7215573,0.004754427
1660302,0.004753746
4349067,0.0047533712
1719327,0.0047532977
3771663,0.0047521982
4939052,0.004751961
7215880,0.0047519146
7215233,0.004751906
4354698,0.0047518816
3188221,0.0047494895
7339764,0.0047462955
3771274,0.0047458666
6105684,0.0047443034
5503117,0.0047436194
974862,0.0047435877
4354815,0.0047432696
5560512,0.004743095
5521878,0.004742699
3103829,0.004742233
1277641,0.0047418475
5522615,0.004741549
1518485,0.0047414135
3277689,0.0047413264
5659207,0.004740846
6632743,0.0047398093
3188197,0.0047376943
3276834,0.0047375737
4355025,0.004736819
2666425,0.004736691
351804,0.004736524
4932787,0.0047358274
5192292,0.0047357935
3435350,0.0047352426
5230185,0.004735207
2744139,0.004734656
351836,0.0047320537
3771055,0.004732026
352114,0.0047318432
351795,0.0047315895
2693724,0.0047315406
1682913,0.0047309096
2666660,0.004730901
662565,0.0047300123
955989,0.0047286735
351674,0.00472797
4867140,0.004727333
632818,0.004726118
7292415,0.0047248816
4355272,0.0047231037
6953359,0.004721786
6176162,0.0047216807
2062582,0.004721629
3764831,0.0047213817
2666715,0.0047208024
4384384,0.004720124
7216167,0.004719822
1343722,0.004719739
3034600,0.0047196588
2203428,0.004718343
3771278,0.0047173626
7216165,0.0047171135
6709590,0.004716539
6593812,0.0047162347
3770989,0.004715868
4330723,0.0047158604
4647071,0.0047156517
4354740,0.004715503
3803190,0.004715311
2110039,0.004714928
4354389,0.004714566
5120752,0.0047137067
1858682,0.0047134166
3771655,0.0047118342
3802905,0.0047099325
1324209,0.0047096936
2666430,0.0047089043
4537567,0.004708601
5489631,0.0047083744
6756079,0.004708132
4938664,0.0047058626
495565,0.0047054845
3771332,0.0047052866
4603155,0.004704866
5599452,0.004704359
3803290,0.004703578
5681667,0.0047029443
2042129,0.0047025788
2298160,0.0047024973
3765147,0.004700669
2666969,0.004700017
1326340,0.0046999054
2062867,0.0046985266
4354785,0.004698452
4106437,0.0046975887
2666375,0.0046972055
2109759,0.0046965084
4114168,0.0046963934
7410037,0.0046948325
4354979,0.004694566
4932217,0.0046945303
1279867,0.004693626
6050083,0.0046931417
3771642,0.004692978
4330792,0.0046926346
5515265,0.0046913433
4355355,0.004690904
4355344,0.004689615
5503377,0.0046894597
5633419,0.004688784
4348782,0.0046881577
4938482,0.0046874722
351824,0.004687299
7041817,0.004687285
4938767,0.0046868515
2062577,0.004685823
1095869,0.0046841633
4938370,0.0046824273
2063147,0.0046814308
3366570,0.0046813567
5522620,0.004681243
4354678,0.0046811965
2298445,0.004680214
2202834,0.004680132
1683193,0.0046786377
4932792,0.004678614
5522170,0.004678236
728224,0.00467792
5522034,0.0046776445
6370295,0.004677384
3187665,0.004675902
935068,0.004675148
5503662,0.004675005
5378632,0.004674402
5522455,0.004672603
4105867,0.004672364
3085828,0.004671875
356761,0.0046718
1324494,0.004671666
1325772,0.004671157
861363,0.0046704267
694246,0.004670071
4938919,0.004669541
4938502,0.004669039
5489016,0.0046687326
4384472,0.0046685613
2042414,0.0046678884
3771609,0.004667699
7216160,0.0046669836
1326600,0.0046669347
5522050,0.0046665017
5522183,0.0046663997
1326057,0.004665929
5489346,0.004665299
3771093,0.0046652183
1291517,0.0046643177
7215237,0.004664053
5599167,0.0046635782
4986427,0.0046634465
3771675,0.004662946
1519130,0.0046624215
4537362,0.0046621663
3771567,0.004660767
3034885,0.0046591815
1323924,0.0046580555
3765427,0.004657482
3771041,0.004656275
4016159,0.004656012
352753,0.0046556583
7028212,0.0046550743
4016252,0.0046549174
4114447,0.0046531786
5522289,0.0046528364
4931286,0.004652835
4932502,0.0046528163
694586,0.0046523106
3771568,0.0046522305
6893706,0.004652099
6086462,0.004651532
4354802,0.004650822
3765387,0.0046500633
6431891,0.004649651
3771874,0.004649323
1024308,0.0046492526
4938358,0.00464886
3771664,0.004648734
3771046,0.0046483884
4266117,0.0046480545
4355011,0.004648034
3765142,0.004647482
4355296,0.0046474496
5521765,0.004647072
3770993,0.0046470477
3865795,0.00464684
3922954,0.004646232
4348257,0.0046448642
352468,0.004644817
7216127,0.004643476
1326339,0.0046432237
3187929,0.004642709
975242,0.0046426463
2693719,0.00464195
1096439,0.0046411753
5522471,0.004640861
4980840,0.0046406346
3765432,0.004640492
2297875,0.004640199
1024303,0.004640014
352217,0.0046399687
6594097,0.0046397354
1291847,0.004639635
1292132,0.004639371
5442892,0.004638623
4938775,0.0046379976
4016184,0.0046378262
4106152,0.0046375077
4938643,0.004637257
4939048,0.0046366947
4634050,0.0046366556
4938927,0.0046363296
4634335,0.004636167
1834619,0.004635936
2693439,0.0046339203
2834475,0.0046337745
4389471,0.004632307
264598,0.0046322905
5443177,0.0046321843
5522468,0.004632132
4105582,0.0046319827
5522330,0.004631863
376992,0.0046316786
728509,0.0046313778
2251335,0.004630994
935491,0.0046301
4354981,0.004629518
2666691,0.004629279
4939026,0.0046287673
5443207,0.004628762
4167222,0.004628315
38722,0.004628179
2604252,0.0046276823
3187909,0.0046274452
1519146,0.0046270587
935781,0.004626705
4354726,0.00462543
4354694,0.004625376
1790822,0.0046243994
5514980,0.004624365
3771110,0.004623666
4938787,0.004623652
4355061,0.004623287
4862153,0.0046230624
4938454,0.0046227532
3765102,0.0046220515
3034904,0.0046211192
1326625,0.00462092
4938365,0.0046202587
5120841,0.0046202443
1275007,0.004620198
5522319,0.004619389
1667400,0.004619361
1291562,0.0046191774
4932507,0.0046187784
5522186,0.004618525
3035189,0.004617328
607492,0.0046172123
6882979,0.004617183
3187648,0.0046167024
3764836,0.0046163206
2911789,0.004615517
4087632,0.0046151117
4384359,0.004615056
3764862,0.004614599
607517,0.004612537
3672192,0.0046112644
6105730,0.0046106973
6105549,0.004608873
4939077,0.0046088183
4980555,0.004608305
4354774,0.0046068616
1695385,0.004606672
4752604,0.004606169
3771283,0.0046060896
3085802,0.00460553
5521897,0.00460542
6105577,0.004605286
1326888,0.0046050204
2666406,0.0046049315
4355070,0.0046033454
4634052,0.0046030264
4389186,0.0046029417
6105969,0.0046029035
4348516,0.0046028765
2144583,0.0046022884
6010417,0.0046022045
351932,0.0046009477
3771395,0.0046007982
495279,0.004600509
2062989,0.0046001207
3770998,0.0046000406
1096154,0.004599857
2251360,0.0045995363
3187962,0.004599274
3035170,0.0045991456
4752886,0.0045983735
4355059,0.0045965104
3764857,0.00459644
4355013,0.0045954008
3771331,0.0045952196
1096755,0.0045951116
5681382,0.0045945025
5411585,0.0045940895
3954172,0.004593162
7293270,0.0045928475
3771586,0.004592825
607497,0.0045921947
5121126,0.0045921267
607232,0.0045916433
1291542,0.004591524
4603546,0.004591409
6105725,0.004591351
4355020,0.0045906627
4355323,0.0045900345
606737,0.0045900103
1660327,0.0045899763
7375434,0.0045898077
2062887,0.004589428
3522472,0.0045893267
6106015,0.004589198
3034879,0.0045882976
3034911,0.004587648
1024593,0.0045873756
3035164,0.0045873565
1498736,0.004587181
6791913,0.0045871134
4354696,0.0045862366
3034595,0.004585609
238417,0.00458541
5521896,0.00458466
6953639,0.004584494
2177540,0.004583722
4647076,0.0045836507
3035203,0.004583406
5191977,0.0045832745
935763,0.0045830407
4932222,0.004582736
4938667,0.0045826114
1024588,0.0045817182
1193833,0.004581377
5489095,0.004580717
3662385,0.0045803664
4347921,0.0045798495
5192572,0.0045797005
1278216,0.0045790607
6176447,0.0045789676
1326883,0.004578121
1890465,0.0045780293
3765127,0.0045776316
4938172,0.0045775236
1777228,0.0045771846
5515590,0.004576935
4938490,0.0045764567
3958617,0.0045740046
607207,0.004573763
2495310,0.0045736553
1519051,0.004573519
6791338,0.004573505
6431606,0.0045731342
4938928,0.0045718057
5489611,0.004571781
3522187,0.0045716595
6242887,0.004571164
1036481,0.0045711333
935371,0.004569811
6883264,0.0045688963
3765412,0.004568289
4752576,0.004567308
6289384,0.0045672962
5232258,0.004567268
4603261,0.0045668106
5522335,0.004566703
3280054,0.0045666103
5375137,0.004566476
2202814,0.004566451
2251080,0.0045662425
3954457,0.004566241
3366285,0.0045656743
2202549,0.004564924
4939024,0.0045648366
2202529,0.0045646736
3771377,0.004564565
38437,0.004563901
1291537,0.004563401
6631909,0.0045630997
4114732,0.0045626806
2110014,0.0045622233
2257005,0.004562081
6632727,0.004562055
3771014,0.0045619397
1343387,0.0045618117
3034626,0.0045617707
4384380,0.0045610648
2251075,0.004560611
3764572,0.0045603015
935639,0.0045599905
3771618,0.0045595625
429576,0.004559419
2314351,0.004558805
7027927,0.0045586987
238987,0.00455832
352121,0.004557735
3897619,0.004557582
4938655,0.004557509
4354701,0.0045572044
6775377,0.004556996
2694579,0.00455682
1278241,0.0045565986
2666974,0.0045561707
6631863,0.004555412
3278259,0.004555393
2062602,0.004555343
555407,0.0045553157
6632194,0.004553155
6106124,0.004551727
934783,0.0045516915
2298471,0.004551458
3771299,0.0045512426
2298440,0.004551224
4016164,0.004550864
5626598,0.0045506326
1096465,0.004549128
1096469,0.004549111
2306307,0.004549108
2666983,0.004548666
3280060,0.004548099
4354728,0.004547871
2694004,0.0045476514
451492,0.004546916
5372832,0.0045466763
4859782,0.0045460793
1085140,0.004544781
2963305,0.0045447247
1834335,0.0045443326
4354735,0.0045439643
2249340,0.0045438223
7409752,0.004543362
4266427,0.004543295
7141931,0.004542962
4054000,0.004542007
352502,0.0045419834
5560227,0.00454172
3477145,0.004541166
4938449,0.004541127
3280079,0.0045410967
5120796,0.0045394604
7215875,0.0045389244
2250790,0.0045389133
1292417,0.0045386255
6242892,0.0045382716
5489326,0.004538162
3187387,0.0045374753
3771329,0.0045370865
4663341,0.0045369267
4938923,0.004536566
3922689,0.0045363484
447750,0.0045357603
352082,0.0045355614
1326337,0.004535254
4354724,0.0045349505
4752601,0.004534512
4506369,0.0045341435
2063152,0.004533967
4167527,0.0045335325
3280269,0.0045333686
1326603,0.0045330785
3897013,0.004532893
1326867,0.0045315525
5599737,0.0045311893
6791628,0.0045308024
6105839,0.004530743
1213752,0.004529934
5522601,0.004529867
3279199,0.0045297244
3187933,0.004529539
5626262,0.0045282366
5522729,0.0045276512
5192287,0.0045270263
2603942,0.004526383
3771092,0.004525945
2042699,0.004525672
5522159,0.00452543
5442922,0.0045253267
3803475,0.0045250137
5522444,0.004524781
5560507,0.0045247097
1518861,0.004524598
3771584,0.004524134
2783175,0.004524119
3280009,0.004524118
1096754,0.004524036
4348801,0.004523273
1834620,0.0045228642
6480652,0.0045228563
1834334,0.004522197
6953354,0.0045221155
3187363,0.004521846
693991,0.0045215813
6050355,0.0045215245
3770757,0.004520095
2698525,0.004519699
6106146,0.004519427
1343362,0.004518197
2832735,0.0045179445
935073,0.004517765
7041822,0.00451728
4931318,0.004517127
7263028,0.0045170123
460380,0.0045169704
